ID,News_title,News_headline,Category
9929,Madhuri Dixit to play Sridevi’s role in 'Kalank': How the two actors’ careers were always strangely linked,Did you know that both 'Beta' and 'Dil To Pagal Hai' were offered to Sridevi first? But the parallels in their careers go beyond a few movies.,Arts
9930,The eternal darkness of a sex-starved mind,What does it mean to be an 'almost rapist'?,politics
9931,"Exit polls 2017: India is back to Modi wave, but no Congress-mukt Bharat yet","The big victories expected in Uttar Pradesh, Goa and Uttarakhand are going to tilt the scales heavily in BJP’s favour during Lok Sabha 2019.",politics
9932,Middle class helped the market during demonetisation. Not Modi government,"By investing in mutual funds, India has seen a small investment revolution.",business
9933,Why ruthless eviction drive in Assam's wildlife sanctuary raises questions about rights of indigenous people,The state should stop giving away forest land to big business establishments.,politics
9934,Why Delhi has been hit by dust storms and is choking to death with pollution,It's environment versus development: What do we want?,politics
9935,All you need to know about Indian stock markets in 2015,"If you want to buy a house to stay in, this year may be better than any to make that purchase.",business
9936,Why Trump-Modi exchange will do little to affect how US handles Pakistan,Do policymakers in US have a blind spot where Pakistan is concerned?,politics
9937,Iran should take its dirty hands off Jason Rezaian,It is a mockery of international laws to hold a fake trial behind closed doors.,politics
9938,Why there have been no earth shaking ideas from India,"The post-independence educational institution was not designed for world-class excellence, but rather to train students.",politics
9939,This Twitter thread highlights how demonetisation has thrown lives apart in small towns,"Those who were supposed to be actually affected by this attack, seemed to be conveniently informed about this well in advance.",politics
9940,"Despite a wily Pakistan, Modi must not allow SAARC to collapse",A country cannot be run on emotions. It needs rational thinking to guide its actions.,politics
9941,India's defence is backward and unequipped when compared to China,It is high time for the Indian military to seriously embark on its long march to modernisation.,politics
9942,Biting India's economy hardest: Policy uncertainty is adding huge volatility to already troubled sectors,India's black swan moment is here. Its total unpredictability is sending jitters across already shaky markets.,business
9943,China's youth no longer afraid to talk about sex and question life,"They all support the Communist Party, they said. But at the same time, they are passionate about their right to a better life.",politics
9944,India's democratic institutions are crumbling. And Modi government is to blame for it,"Democracy will fail, as the four Supreme Court judges emphasised, if judiciary fails to stand up to the political executive.",politics
9945,Exit Polls 2019: The message for Congress - Please go hibernate,"The party high command, i.e., the Gandhis, must introspect. Where did they go wrong? Why do they have Sam Pitroda and Mani Shankar Aiyar? Who should emerge as alternatives to them now?",politics
9946,Why radical Islamists in Bangladesh are protesting against Trump's decision on Jerusalem,Hefazat-e-Islam has given a call to lay siege to the US embassy in Dhaka on December 13.,politics
9947,"'Badla' Movie Review: Amitabh Bachchan, Taapsee Pannu and Amrita Singh keep you at the edge of your seat",'Badla' Movie Review: Sujoy Ghosh’s revenge drama will remind you of 'Kahaani'. I’m going with 3.5 stars out of 5.,Arts
9948,10 lessons I learnt from Ahmed Patel Vs Amit Shah Gujarat Rajya Sabha polls drama,The Congress 'existential' crisis is far from over.,politics
9949,How Nepal election results have a bearing on India and China relations,"If KP Oli becomes prime minister, Kathmandu may participate in Beijing's policy of encircling New Delhi.",politics
9950,Why BJP sniffs an opportunity in forming the government in Tripura,"Anti-incumbency, besides organisational prowess and a grip over grass-roots issues, is all it needs to upset Manik Sarkar's prospects.",politics
9951,Was Advani hinting at Swaraj and Raje to quit?,Was this a veiled message to the two leaders in the dock over the Lalit Modi controversy?,politics
9952,"Why the internet wants Deepika Padukone to take a stand, but not Ranbir Kapoor?",This utterly biased outrage on social media shows how we demand women to be heroes while absolving the men of their responsibilities.,Arts
9953,How China's tightened control over think tanks is impacting its foreign affairs,The Party’s new policies have discouraged policy advisers from having in-depth discussions with their US counterparts.,politics
9954,Why IITs can't match world-class universities,The internal autonomy never stops IITs from overcoming any hurdle in achieving international standards in teaching and research.,politics
9955,Is there a China hand behind Pakistan's Kulbhushan Jadhav death sentence?,These are testing times for India's diplomacy.,politics
9956,"I haven't watched Zero yet, but I know Shah Rukh Khan can even go beyond Mars","The way Khan looks at the world, his career, his shortcomings is what makes listening to Khan a pleasure any time, any day, anywhere.",Arts
9957,Yamuna floodplain damage: Exposing Art of Living's art of lies,I would recommend that someone from AOL take the trouble to read the NGT expert panel's report in its entirety before commenting on its contents.,politics
9958,RSS mindset of women exclusion is not 'Indian culture',"Stuck with its medieval values, the Sangh turns a blind eye to the fact that societies are not impervious to change.",politics
9959,US to grant India waiver from Iran sanctions: Can it be seen as a success of Indian diplomacy?,"The problem is not yet over, because we will be expected to progressively show reductions of oil imports from Iran in the months ahead.",politics
9960,Modi's Trump Card: How Narendra Modi can control Donald Trump's domination of Asian nations,"Donald Trump's ‘My way or highway’ approach leads to discord and heightens prospects of conflicts. It isn’t diplomacy, it's dadagiri! And India, led by PM Modi, must stand up to it.",politics
9961,Why Apple is fighting the likes of Facebook and Google over privacy,"Selfish as it is in its privacy push, the tech giant is looking at greater good.",tech
9962,What the Gandhis Gave: Those who accuse Rahul and Priyanka Gandhi of being dynasts know nothing of the Congress family's sacrifices,"If Sonia Gandhi had wanted to be PM, nothing could have stopped her. The same goes for Rahul Gandhi much earlier. As I see it, they are not in politics for its sheer power, but for something else.",politics
9963,Mizoram: Strong anti-incumbency forces the Congress to play the hard-Christian Card,"Mizoram is the only one in the Northeast with a Congress government, and the party is leaving no stone unturned to retain power in the state",politics
9964,Politicians and the art of the apology,Politicians who find that no subsequent action is being taken against them are pushing the envelope further and further.,politics
9965,Why Punjab Congress is giving a headache to Amarinder Singh,"Tough times ahead for party chief as 1,661 ticket seekers will be contesting for 117 seats in the upcoming state's Assembly elections.",politics
9966,JNU Crackdown: 4 powerful voices you can't ignore,The Union home ministry mandarins and Delhi Police must hear these fiery women talk about the idea of India.,politics
9967,Criticising government is not seditious: Why SC's views matter,This Orwellian law has been much abused in independent India.,politics
9968,The fault is in the cable connection?,Only the on-air talent is laughing all the way to the bank. The audience is truly depressed.,politics
9969,'Young leaders' should relax - no one ever ages in India,"We may be a sexist, biased nation, but ageist, we are not!",humour
9970,Paris attacks: How Arab cartoonists expressed solidarity with France,Several cartoons wrapped in political foil reflect the impact of the ISIS-led suicide bombings.,politics
9971,What Indians can learn from the death of liberalism in US,"From 40,000 Americans marching against white supremacists to influential CEOs quitting the President's council, there is much to be understood.",politics
9972,What it is like waking up with Virat Kohli,Just another one-day in the life of the Indian captain. And how he zones into it.,sports
9973,5 reasons Padmaavat matters to Rajasthan more than you think,Any assertion that Rani Padmini - on whom Sanjay Leela Bhansali's film is based - was a mere figment of imagination is an affront to those who revere her.,politics
9974,Paris attacks: New avatar for old crusades,"For the Muslim world secularism, rationality, liberalism and democracy are just new avatars of their old Christian foes.",politics
9975,Kejriwal has betrayed the aam aadmi by siding with Sri Sri,The Delhi CM clearly has his eyes trained on the godman's army of followers.,politics
9976,JNU hurts RSS' dream of taking over education,"The fringe has picked on the leftist institution because it exemplifies the promotion of liberal values, in both letter and spirit.",politics
9977,Modi once told me he'll deliver a first-rate speech in English,"Maybe June 8, 2016 at Capitol Hill was that day for the prime minister.",politics
9978,How UGC's surveillance rules push women back into the dark ages,"By populating the varsity with guardians and protectors, they harness the powers of control in the 'best interests' of women.",politics
9979,"Obama's speech: Hey US immigration guys, here's Shah Rukh Khan for you",The fact that King Khan had emerged as the most memorable part of Obama’s speech is the best part of the entire episode.,politics
9980,"To fight air pollution, India first needs to take the mask off privileges","New fault lines of inequality will emerge, as the poor continue to choke, while the well-off don N95 masks.",politics
9981,Why it's in Chetan Bhagat's interest Modi bhakts don't improve their English,They can't be blamed for their lack of sophistication as they are a product of the educational system and social structure the country provided them.,politics
9982,"When it comes to Subramanian Swamy, I say, don't ask",My meeting with him at the height of the 2G spectrum scam left me disoriented.,politics
9983,Why Kamal Haasan is a better bet than Rajinikanth for Tamil Nadu,The actor-turned-politician is tapping into the legacy of Dravidian politics even though he wants to stress his centrist and liberal credentials at the same time.,politics
9984,"Saina, stop begging for awards","Rather than being a crybaby, the shuttler should concentrate on improving her game and if she is good enough, the effort will get duly recognised.",sports
9985,How your Wi-Fi is set to become more hi-fi,"After a wait of 14 years, the devices are all set to get a much-needed security update.",tech
9986,Sean Abbot's return to cricket is truly inspiring,"After Hughes’ death, and emotion-choked funeral, there were questions raised about how Abbott would deal with the consequences of what had happened.",sports
9987,Drowned Rohingya child brings back chilling image of Aylan Kurdi,One more chilling reminder of how we continue to ignore the victims of global violence.,politics
9988,When Mohan Bhagwat asked 'swadeshi yani kya hai' in the age of Made in China,Is the sarsanghchalak inkling towards a change in RSS's commitment to swadeshi economics?,business
9989,J&K floods: We must applaud our Army,"It is time to salute that unknown soldier who's working without rest, for days and days, rescuing people, saving them from starvation and death.",politics
9990,"In Puducherry, it took police, collector to ensure Dalits entry into a temple: When will this unholy practice end?","As Dalits become more conscious of their rights, the upper castes hit back.",politics
9991,Preity Zinta's Facebook post in which she denies abusing Kings XI Punjab coach,The IPL team co-owner's FB post slams journalist for publishing a false story.,sports
9992,Why Bhagat Singh is Punjab's chosen bro,The renewed rush by political parties to reclaim the national youth icon is concurrent with the emergence of a younger India.,politics
9993,"After Telangana drubbing, can Chandrababu Naidu still assert his claim to lead anti-Modi brigade?","After his party being ousted from Telangana's political equation, and with YS Jagan increasingly rising as a strong contender to Andhra Chief Minister post, Naidu needs to up his political game to stay relevant in the anti-Modi brigade",politics
9994,What Mary Kom leaves behind when she runs away,Her upcoming boxing academy would be the first casualty in case the champion athlete does shift base.,politics
9995,Arun Jaitley's proposal of taxing provident fund is a cruel joke,The honest taxpayer is left with no assured financial instrument to park his hard-earned salary.,business
9996,"The failure, and hope, of Muslim politics in India","Partition meant that the community's population was vastly reduced, impacting their political influence.",politics
9997,Why Mumbai has suddenly become so important for BJP,A poll win in the country's richest civic body will be instrumental in deciding whether the Modi magic is still working.,politics
9998,Beauty matters: Why Durga feels very much at home in a Jawed Habib salon,"The ad is nothing but a contemporary take on women, taking a cue from the goddess herself.",politics
9999,British MP murder coverage shows 'terrorist' equals Muslim in the West,A social media post exposing the double standards by a Columbia University professor goes viral.,politics
10000,"BJP is a party of mediocrity, an idea kept alive by those who fear new ideas",India is being out thought and out fought and the biggest tragedy will be the destruction that comes with it.,politics
10001,"iPhone X, OnePlus 6 and more: Best smartphones for every budget","These phones have only become more powerful, sleeker and better to look at.",tech
10002,Why is India ignoring Manipur crisis?,Issues stirring in the north-eastern part of the country scarcely hit national headlines.,politics
10003,Where AS Monaco came from and where they are headed,"They have arrived on the doorstep of the Champions League final by defying odds, something they must do again come Wednesday night.",sports
10004,"Rohtak gang rape: India is horrified, Khattar government apathetic","The Haryana government launched the investigation only after national TV, during its breather between the exit polls and counting day for the Delhi polls, became interested.",politics
10005,Twin blasts in Kabul: Why terrorists are targeting the fledgling Afghan media,The media industry in Afghanistan remains the single biggest success story of post-Taliban era.,politics
10006,Bihar poll results will decide whether Manjhi was the best bet for BJP,The party appears to be banking on him to tilt the mahadalit votes in its favour.,politics
10007,How effective conditional cash transfers are in meeting the objectives of welfare schemes,"While cash transfers are widely used by the government to roll out social protection policies and schemes, there has been an ongoing debate among the policy practitioners regarding its efficacy.",politics
10008,"Tamil Nadu Raj Bhavan slams media: Press freedom can’t be attacked over an article, even if 'defamatory'",The use of IPC 124 raises doubts if the intention was only to arrest Gopal for an article against an office of authority.,politics
10009,Why sending star players to Commonwealth Games is not the best idea,We should instead focus on grooming young talent at a stage where the competition is not very tough.,sports
10010,Can medicine or government policies find a cure to the diabetes epidemic?,A diabetes mukt Bharat? That's a public health goal worth pursuing.,politics
10011,Goldie Anand: One of the few 'complete' filmmakers of the Indian film industry,Remembering the master storyteller of Indian cinema on his 15th death anniversary.,politics
10012,Who says Shivaji wouldn't want a brand new statue?,"Here, we are talking of respecting those who gave their life for the nation and Mumbai just wants a smooth ride. Sick!",humour
10013,Cricket World Cup 2015: India’s victory against Pakistan didn't surprise me,Team India as defending champions needed to assert and they did so in grand style.,sports
10014,When Modi govt mocked itself at UN by calling India a minority-friendly democracy,"State repression shows that no layer of rhetoric, Digital India to Beti Bachao, can cover the ugly bigotry playing out in the country.",politics
10015,India Today's exposé of 'Syndicate Raj' in West Bengal has left TMC leadership red-faced,"So long as such corrupt and coercive systems are in place, development in the state will continue to hit the wall.",politics
10016,Who's afraid of BRICS bank?,All eyes will be on the new institution to see if it can actually deliver as competing with the IMF and World Bank would not be a cakewalk.,business
10017,Who decides vulgarity in my Bhojpuri songs? Kalpana Patowary on the hate campaign against her,"Fans claiming that I am trying to appropriate a beloved icon like Bhikhari Thakur, using him for my own journey of 'respectability' has left me appalled.",Arts
10018,Messi-Ronaldo domination: Who is the third-best footballer?,It might as well take Jesus himself to break that duopoly now.,sports
10019,Hyderabad high: How LSD is just a biscuit away,The second drug racket unearthed in the city within a month reveals the contraband is being packaged in the form of biscuits.,politics
10020,Chelsea is right in booting out Mourinho,His methods don't make for a great workplace environment in the long-term.,sports
10021,"Modi government has failed on all fronts, it has no option but play the communal card",PM's Azamgarh speech is proof the BJP has dropped the last curtain on the show of Sabka Saath Sabka Vikas and is only aiming at polarising voters.,politics
10022,What SC striking down NJAC means for our democracy,The apex court has thrown down a gauntlet. It is now for the people to pick it up.,politics
10023,Yogi Adityanath as UP CM shows Modi still retains his Gujarat agenda,"Behind the publicised 'inclusive' exterior there is the old Modi still around, waiting to return to his original plan at the right time.",politics
10024,The tragedy of being Donald Trump,The American president's shambolic approach to diplomacy has made sure that he has compounded problems for the US.,politics
10025,Good girl meets bad boy in Netflix series 'She',"Until her late teens, acting was not even on Aaditi Pohankar’s radar. But with the Netflix series She, the actor appears to have found what she was looking for.",Arts
10026,Is Modi sarkar using Aadhaar to put a leash on Indians?,Making available private information indicates the state is seeing people as adversaries whose actions need to be monitored.,politics
10027,"Budget 2019: Despite the big talk, it's clear the Modi government doesn't really care much about defence","The BJP, like any right-wing government, gets significant leeway due to a 'tough on security' tag that goes with right-wing territory.",politics
10028,Are we going to see more Mumbai/Paris style of terror attacks?,"The use of technology, like creation of secure communication apps, has made it easier for terrorists.",politics
10029,Why is Obama's India visit so significant for China,What is clear is that China today very much sees the US – not India – as its primary diplomatic challenge.,politics
10030,Will Mukul Roy joining BJP help Amit Shah's Bengal mission?,The by-election in the state and the 2018 panchayat elections are going to be an acid test.,politics
10031,Looking for something to read? 16 underappreciated classics from around the world,These should be read by everyone who cares about literature.,Arts
10032,Fadnavis by brokering a deal with Raj Thackeray has put Sarkar Raj above law and order,Do we really want our police constables to be spending their Diwali weekend guarding our cinemas?,politics
10033,Bengalis should not buy the Apple Watch Series 4,Hypochondriacs constantly monitoring their hearts? What could go wrong.,humour
10034,"Poor Delhi Police, despite all their efforts they couldn't jail Kanhaiya","If the police states that Kanhaiya never raised 'anti-India' slogans, then how can it ask that the court frame charges?",politics
10035,"No, Congress, introducing Priyanka Gandhi Vadra will not help you. Here's why","Congress should abandon the conceit that the arrival of a member of the Nehru-Gandhi dynasty is enough to solve their crisis. Their issues, and their purported tactics, are far more worrying than that.",politics
10036,How Nitish-Manjhi clash has plunged Bihar into instability,"Since its bifurcation, Bihar has largely seen stable governments while Jharkhand has been in turmoil. Now it's the other way around.",politics
10037,Why I decided to enrol at Sangh School of Sexism,"Vikas is missing since 2014, but there's love to be found in a flash mob.",humour
10038,Vasundhara Raje's toughest test: Will she be able to hold on to her crown in Rajasthan?,Vasundhara Raje faces her hardest political fight tomorrow. Many are hoping the Maharani will lose. But will she?,politics
10039,India-Pakistan talks: How Modi and Nawaz Sharif fell into a trap,They are both facing severe deficiency of the political 'vitamin' called courage that differentiates ordinary from extraordinary and domestic appeasement from legacy.,politics
10040,Why Indian Army needs its veterans more than its brats,It's easy to criticise when there is no reaction.,politics
10041,"Goodbye Microsoft Paint, you shall be missed",It's the end of an era.,tech
10042,Don't trigger war: Voices from India-Pakistan border,Villagers asked to evacuate are enraged at the media hype; their homes are almost empty and crop is being wasted.,politics
10043,I love Smriti Irani. She hasn't been sidelined,Political corridors are abuzz with speculation that she has been freed so that she can play a more active role in the upcoming state elections.,politics
10044,Till how long can Modi-Shah lose friends and alienate allies?,"Power drunk by gaining absolute majority in the 2014 Lok Sabha elections, the duo reversed the Vajpayee model.",politics
10045,Why ISIS claimed responsibility for Las Vegas shooting,Stephen Paddock could well have converted to Islam without undergoing the formal procedure that regulates such an exercise.,politics
10046,How Aleppo brought back memories of watching Sopore burn,Tragedy is that our loss lies unheard because we have not known how to sell victimhood.,politics
10047,Arun Jaitley's Union Budget didn't address key concerns of start-ups and SMEs,It was a good opportunity to improve ease of doing business and remove challenges faced by the sector.,business
10048,Stark Reality: How Yogi Adityanath's cow welfare policies are backfiring,"Steps taken by the UP govt for the protection of cows have come to naught. Instead, there are reports of cattle being transported by NGOs for unknown purposes, leaving farmers even more fraught.",politics
10049,"With an eye on 2019 Assembly polls, Devendra Fadnavis rolls out big ticket metro and rail projects","Maharashtra CM is banking on Nagpur-Mumbai Samruddhi Corridor to help BJP win votes in other urban pockets of Nashik, Aurangabad, Amravati and Nagpur.",politics
10050,Courtesans in Bollywood: How the tawaif transitioned into 'modern' Indian woman,[Book excerpt] The courtesan represents higher culture derived from royal courts as she and her house have a lot in common with upper-class women and their homes.,Arts
10051,Successful Myanmar strike: Bungled follow-up,"It's a month since that heat and dust-raising event (certainly for the media), and time to take a dispassionate review.",politics
10052,'To see Lahore is to be born': A view of Pakistan's famed cultural heart,"On Pak Independence Day, an edited excerpt from Haroon Khalid's book 'Imagining Lahore: The City That Is, The City That Was'.",Arts
10053,A Western depiction of the Sikh world,80 pieces of artwork by 19th and early 20th century painters from across the globe were recently displayed at the exhibition titled Sikhs — An Occidental Romance.,Arts
10054,When Modi Met Akshay: Why the ‘chat show’ is such a positive PR exercise for PM Modi,It's not every day a famous film star interviews the Prime Minister of India. Akshay Kumar's interview of PM Modi presents the PM not as a hardened political warrior but a man with a softer side.,politics
10055,"Dadri was mob justice, religion just made it scarier",The perceived wrong led to a real murder that would shake the conscience of the nation.,politics
10056,The real reason why Umang Singhar is fighting a public war with Digvijaya Singh,The internal battle in Madhya Pradesh Congress may well have just started.,politics
10057,Is India heading towards an Emergency?,Popular agitations have started against the present regime. What will happen when they start posing a threat to our rulers and their rule?,politics
10058,"No Takers for Congress NYAY: Here’s why Rahul Gandhi’s Rs 72,000 Nyay bait impressed almost no one",'Ab hoga Nyay' sounded like nyay was denied during the nearly 70 years of Congress rule. Why would the slogan be trusted now?,politics
10059,"O captain, my captain! Why Imran Khan, the sportsman, will be a good leader","A sportsman is resilient in the face of adversity, patient in times of chaos, efficient when needed, elegant when expected.",sports
10060,"Cricket World Cup 2015: Don't explain Dhoni, just inspire",Dhoni of 2015 needs to recall the Dhoni between 2008-2011.,sports
10061,"Meet the hate-spewing, violent face of women's empowerment in 'Hindu Rashtra'","Far removed from the real hurdles that confront women, these sadhvis mirror the intolerance in a much-overt communal war.",politics
10062,Was Sunanda Pushkar really murdered?,It can only be suicide or accidental death. These wild conspiracy theories don't wash.,politics
10063,From 'mass Surya Namaskar' to singing 'Vande Mataram' and visiting Sita temple in Sri Lanka: Just what Kamal Nath will do with Shivraj Singh’s legacy,Each issue has the potential to generate a controversy and become a potent poll issue ahead of 2019 Lok Sabha elections.,politics
10064,Has Vivekananda International Foundation taken over the Modi government,With the appointment of A Surya Prakash the hold of the right wing think-tank over the new government is almost complete,politics
10065,"Stock markets won't help, Indians need better interests on their savings",Interest rates on saving schemes such as the Public Provident Fund and Kisan Vikas Patra have been falling consistently.,business
10066,What two mighty wild elephants in the Western Ghats taught me,[Book excerpt] Terror took over and I pulled the blanket over my head and lay there shivering.,Arts
10067,Uttar Pradesh’s new Assembly shows women are the future,Parliament lags behind with women comprising just 11 per cent of the current Lok Sabha.,politics
10068,Japanese encephalitis: The mosquito menace hovering over Yogi Adityanath's Gorakhpur is serious,30 children have died in the past 48 hours.,politics
10069,Is fight for eastern Ghouta the end of civil war in Syria?,"Many wars are being fought in the troubled country, but the only one worth standing up for is the battle fought by the unarmed, innocent civilians.",politics
10070,Have Nitish and Manjhi fully kissed and made up?,"While BJP may be prepared for the former Bihar CM's exit, it seems, JD(U) is cautious about his re-entry in the party.",politics
10071,World Cup 2015: Amul pays a lovely tribute to Chris Gayle,Gayle slammed a 147-ball 215 in the World Cup match against Zimbabwe in Canberra.,sports
10072,"Not Modi, it's Kejriwal who has redefined governance","AAP's experiments with ensuring a better civic life and amenities will help it much in the upcoming state elections, particularly in Punjab.",politics
10073,"Niloy, Avijit, Ananta. Is Bangladesh becoming Pakistan?","Islamists have been hacking secular bloggers to death. As they succeed in delivering on their threat, the state fails to protect the voice of reason.",politics
10074,Did Modi insult Indian national flag?,V Sundar lodged a complaint with the Puducherry police against the prime minister for the alleged incident during the International Yoga Day celebrations.,politics
10075,The dawn of information warfare,"For 70 years, Chinese propaganda has been mastering the Art of Disinformation. Beijing’s rewriting history of the 1959 Tibetan Uprising is a classic example.",politics
10076,"Tough times ahead for India, thanks to Nitish, Lalu and Modi","The mahagatbandhan has achieved a huge mandate. However, that doesn't necessarily mean it will ensure stability.",politics
10077,"Gorakhpur tragedy: When you say nothing at all, Prime Minister Modi",A satire in an hour of tragedy.,humour
10078,Why I would love to wage a liberal jihad,"They are drawing people's attention to political alliances instead of underlining the fact that no one should be in jail for, er, talking.",politics
10079,Fuel price hike: 3 hard solutions for government,Petrol hit Rs 76.57 per litre and diesel Rs 67.82 per litre — both lifetime highs in Delhi.,business
10080,"JNU protests: Modi, leave Indians be",The March for Democracy in New Delhi reflected a cementing of student and people solidarity.,politics
10081,"The enigma of elections: No one knows why, but everyone fakes it","No, it's not possible to accurately analyse exactly what happened in the Assembly polls. But we can foretell what's coming now.",politics
10082,Hindu lynch mob kills Muslim over beef: This is a sad day for India,"If eating beef is a contention, many of us will be in trouble.",politics
10083,Inside story of how Vijay Rupani became Gujarat CM,Amit Shah bulldozed Anandiben Patel's plans to elect her successor.,politics
10084,Post-Budget Blues: Why the Modi govt must lower taxes to revive growth,The mindset of bureaucrats in the Ministry of Finance remains stuck in the past. It is here that Modi could learn from Donald Trump.,politics
10085,How Syed Shuja’s wild claims may have undermined the EVM-VVPAT debate forever,"I attended the London press conference by the ‘EVM hacker’, seeking proper evidence. Here’s what I got instead.",politics
10086,"Battle between Nawaz Sharif and Gen Raheel Sharif, is it Modi effect?","According to Dawn newspaper, Pakistan PM had asked at a high-level meeting why its army was still shielding terrorists.",politics
10087,Maoism or my baby: A mother’s desperate dilemma in insurgency-hit Chhattisgarh,"Overcoming her fear of armed Naxalites and shunning local superstitions, the mother of a desperately sick child made a huge effort to save her infant's life, with the help of CRPF doctors.",politics
10088,"The Dalai Lama, contours of the Cold War and the 1962 Indo-China War","KMT’s defeat despite major US support, and close ties between the two communist blocs — China and USSR — led the US to focus on opening a new front against China.",politics
10089,"Lakhvi should have been hanged for 26/11, not given bail","Pakistan has shown its double standards, barely two days after the massacre of 132 schoolchildren.",politics
10090,Lok Sabha Elections 2019: Will Narendra Modi win India's first electoral battle fought in a Kurukshetra of cyber-space?,"Modi ushered in digital poll campaigning into India in 2014. Now, as the medium has proliferated well beyond one leader and one party, will he be able to harness it, or will the Opposition ride the cyber waves?",politics
10091,Euro 2016: The beautiful game gets prettier in France,"With 'small' teams like Ireland and Iceland doing well, revolution of the underdogs is truly underway.",sports
10092,"Mission Shakti: Totally in time and absolutely needed, PM Modi has made the perfect move with his announcement",Questions about the need and timing of developments on security issues are a thinly disguised attempt to undermine the credibility of the Modi govt. They also reflect the opposition's deep jealousy.,politics
10093,"Gurmehar, Sehwag and Akhtar: Hypocrisy on free speech unmasked",Do we want celebrities to take a line or sit on the fence and be politically correct all the time?,politics
10094,Fake encounter case: How Vanzara's arrest gave halo of victimhood to Modi,Whatever the legal merits of these cases none can deny the political conspiracy behind them as a much higher number of encounter cases in states like UP are out of the spotlight.,politics
10095,How climate change is making us more angry and lose compassion,"As the mercury rises, it's not hard to see how weather can impact our mood and our feelings, hardening us into just those people we'd hate to be.",politics
10096,100 years of Russian Revolution: Bolsheviks were no ordinary people,They were those who stormed the heaven.,politics
10097,Why Opposition has failed to corner Modi over demonetisation,It needs to draw upon the lessons of the 1989 campaign against the Rajiv Gandhi-led Congress.,politics
10098,Kashmir drowns alone again,"The flood waters might be receding slowly by the hour, but the miseries of the people are not.",politics
10099,Windies' WT20 win has a lesson for every one of us,"The players were almost abandoned by their own board, but never stopped to believe.",sports
10100,Gone with the icy wind: Four reasons why Kashmiri Pandits will never return to Kashmir,"The sanctimony around 'the return of the Kashmiri Pandits' is just that: sanctimony. The locals are actually not unhappy they left. And the KPs, who know this, know they cannot return.",politics
10101,"The curious case of Uday Chopra's tweets: Finally, we solved the mystery","In 2003, Uday Chopra wished Diwali a very happy birthday on the day of Diwali!",humour
10102,"'Rubaru Roshni': Aamir Khan is here with another film to make you cry. This time, the stories are real","In the documentary 'Rubaru Roshni', produced by Aamir Khan and Kiran Rao, filmmaker Svati Chakravarty Bhatkal reminds us of the value of forgiveness in the world.",Arts
10103,What 9/11 taught the world,"The US has learnt lessons from the catastrophe, but in a rapidly changing world there will be more lessons to be unravelled.",politics
10104,Maharashtra polls: Why BJP won’t break alliance with Shiv Sena,The numbers are on BJP’s side. The party still won’t ditch its ally.,politics
10105,Why new IIM Bill will spell the doom of IIMs,These prestigious management institutes must be allowed to flourish on the basis of diversity in their core strengths.,politics
10106,Why UAE is an ally India can trust,"The visit of the crown prince of Abu Dhabi to India, starting from Wednesday, is expected to propel the ties to a higher level.",politics
10107,"How Satnam, Sumit and Shubham teach India a hundred lessons",The hope that their stories give to millions across the country makes them so spectacular.,sports
10108,Inspirational stories of individuals and groups sparking a transformation in rural India,The most profound economic and development changes sweeping rural India over the past four decades.,politics
10109,Why replacing BS Yediyurappa will not be easy,"If ever anyone can find a replacement for Yediyurappa, it will be the chief minister himself.",politics
10110,Why Chandrababu Naidu-led TDP is threatening to pull out MPs from central government,It is a veiled hint at how the CM is inching closer to the high moral ground in the run-up to the next Assembly polls over the demand of special status for Andhra Pradesh.,politics
10111,CPEC and Pakistan: The curious case of Gilgit-Baltistan,"The biggest question that lies at the heart of granting G-B a constitutionally binding provincial status, is the issue of Kashmir.",politics
10112,Dalit consciousness in India has reached a watershed moment,"This groundswell, this sense of common cause, is a radical new assertion.",politics
10113,Pulwama and 2019 General Elections: Wait for the surprise,"Despite hard factors influencing choices, the Indian electorate has surprised poll analysts multiple times. This time too, we should be prepared.",politics
10114,"Free transport doesn't translate to women's safety in Delhi. As Nirbhaya's mother, I know this","Delhi govt proposes giving free rides to women in DTC buses and the Delhi Metro. Arvind Kejriwal, Delhi chief minister, says this will help the safety of women. I disagree, says Asha Devi.",politics
10115,All wail Modi: The dear leader who cries thinking of mama when abroad,"Remember, in America, family values top the list.",politics
10116,Demonetisation was a mistake. This is what Modi government is hiding from you,There is no official assessment of the current value of currency.,business
10117,Someone horsed around by changing 'Hollywood' to 'Hollyweed',The year sure began on a high note.,humour
10118,Delhi verdict was not a referendum on Modi,Voters judged the two alternatives and picked the one they thought would help improve their lives.,politics
10119,Asia Cup: Why India-Pakistan clashes have lost their sting,"Before the men in green could comprehend, India's rock solid opening duo had already registered another century partnership.",sports
10120,Arvind Kejriwal's apology to Majithia: What it means for AAP in Punjab,The drug storm helped AAP get four Lok Sabha seats from Punjab in 2014 elections.,politics
10121,Why Jallikattu is so important for us Tamils,The sport is a symbol of preservation of indigenous cattle breeds.,politics
10122,"Lok Sabha 2019: Like a phoenix, Jaya Prada returns as a BJP candidate",Jaya Prada believes every politician goes through a lean patch. And we believe her's is over.,politics
10123,"With Trump pulling out of Paris accord, United States has hit rock bottom",The incorrigible president could not resist taking potshots and pointing out that India and China have worse emission records.,politics
10124,5 mistakes of a Dalit student's life (not by Chetan Bhagat),"The loss of a budding science writer was reduced to becoming the poster-boy for empty, meaningless sloganeering.",politics
